-5.229740699628729894e-01,-7.417731354117254039e-01,2.678836538348834950e-01,8.832977308951223128e-01,-8.429314641778624662e-01,8.240999307938298157e-01,3.807342478130121277e-02,-2.973731932475089379e-01,5.845912700316554522e-01,3.228900795479953678e-01,1.388056400303705917e+00,-2.817400483419063018e-01,4.697421585849928527e-01,-7.642562047277033921e-01,-1.318497758297973110e+00,-5.560749104299644863e-01
4.903450134560491391e-01,8.484603316529515382e-01,8.151398580716839870e-01,-5.610047877343423695e-01,2.512731320074590990e-01,2.954358742292252371e-01,-1.053549198125645209e-01,-5.179610812545368814e-01,7.423786027985057601e-01,-6.686593404078982061e-01,9.415908129801899840e-01,-7.596326685241672205e-01,-5.512503990409074461e-01,-9.734295556986856113e-01,-1.520536756251251453e-01,3.430046583560311113e-01
1.748354410517935609e+00,-1.361262546863435841e+00,8.025826803874974713e-01,4.728784892381182603e-01,-2.436610008470067590e-01,1.855865868047951839e+00,-1.581303213646102768e-02,5.041624139488162237e-01,-1.138101693751856880e+00,1.102908283171244896e+00,1.015105401583405564e+00,5.855221252625345540e-01,-5.290438124278804555e-01,-1.813985912596218497e-01,1.663146487280496577e-01,-1.679637756617486710e+00
1.026375506988733699e+00,3.633963820871097816e-01,6.317895173695129429e-01,-5.255301457643951624e-01,-1.220780244601366027e+00,7.876967374840417868e-01,-1.720976759328053385e+00,2.158532847412569122e+00,1.168289664539553963e+00,-2.434149066051443933e-01,-8.466248429016063337e-01,-1.253484757785993997e+00,8.475587250656265725e-01,1.456056827602456860e-01,-2.833176413583633479e-01,-1.819762265772507936e-01
8.614015103707673982e-01,-8.984993431422639842e-01,5.187181985756937896e-01,-4.279208537687030356e-01,6.921643904187909646e-01,-1.454817060049953703e+00,-6.449289402631841472e-01,4.680770567422077449e-02,-1.580913081143591636e+00,-7.922295964028923665e-01,-4.244618513644581315e-01,-9.330956601575391973e-01,-5.951140495507796224e-01,-1.322607646834737527e-01,-8.012221522824762854e-01,-6.337674358697444887e-01
-7.110324680246763451e-01,8.574071198005156491e-01,-2.057540168256622781e+00,5.998818369055287647e-01,2.499853449116493653e-01,-2.894539468458518505e-01,1.676793607252102136e+00,-1.906913535970435059e-01,-1.620997183403933173e+00,2.545212760693160714e+00,-1.273598009056181146e+00,-5.505919534579096775e-01,2.822272761598637048e-01,2.443720847274189367e+00,3.756212710047820424e-01,2.641481942647670444e-01
8.725687197151015262e-01,7.427316261290931587e-01,8.084650255578486044e-01,-1.222862170379141356e+00,-7.299989611579105198e-01,9.877976484475062824e-01,5.152397135126339789e-01,-1.210883403308182560e+00,3.338685858114513461e-01,-2.766420621374056643e-01,1.390051401800066699e+00,-4.917792356768413420e-01,-5.207471605626206035e-01,-3.181025512992900484e-01,8.950342994634885585e-01,-8.586122588744513617e-01
-7.920699100955044258e-01,1.815880321483149373e+00,-2.176425186453987415e-01,1.332253523522109739e-01,1.434974009328174871e+00,2.685120697876470786e-01,-6.994395854504305288e-02,-1.924374033596386313e-01,4.982159364241369737e-01,7.321555841093350114e-01,-1.663048330645510386e+00,-4.530549973054047164e-01,1.137922463325492274e-02,-6.004886856107247706e-01,-9.934708280550655912e-01,-2.457224280747728057e-02
-9.420734995941905110e-01,-7.696657605809021918e-01,-2.344534874213644871e-01,-6.358589495301405492e-01,6.899713756128402764e-01,-7.305710050758709162e-01,-2.688528369738103052e+00,-8.493682464068401661e-01,1.999305739900323897e-01,1.344312169909422039e+00,-1.101881725332106488e+00,1.052250505776867739e-01,-1.447484543686122560e+00,-1.491910732564847741e+00,-3.723816478292052423e-01,1.753771259267540072e+00
1.583165055776088348e+00,1.084840270289186837e+00,9.676605978097939376e-02,-1.299594711389562507e+00,4.676090963336295703e-01,-4.909060692958188143e-01,-3.034421241413942094e-01,-1.417077679919883870e+00,4.209418609920732024e-01,1.355615115960833839e+00,2.651920460603067742e-01,1.418832180273651468e-02,5.134873413582256851e-02,9.979046816406318410e-01,-8.399917006767583239e-01,2.747289333729836525e-01
